Text,Marked,Labels
एरच्,एः+अच्, NSP NSP SP NSP NSP NSP
ऋदोरप्‌,ऋदोः+अप्, NSP NSP NSP NSP SP NSP NSP NSP
ग्रहवृदृनिश्चिगमश्च,ग्रहवृदृनिश्चिगमः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
उपसर्गेऽदः,उपसर्गे+अदः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
व्यधजपोरनुपसर्गे,व्यधजपोः+अनुपसर्गे, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
स्वनहसोर्वा,स्वनहसोः+वा, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
क्वणो वीणायां च,क्वणः+वीणायाम्+च, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
नित्यं पणः परिमाणे,नित्यम्+पणः+परिमाणे, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
मदोऽनुपसर्गे,मदः+अनुपसर्गे, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
समुदोरजः पशुषु,समुदोः+अजः+पशुषु, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP
ह्वः सम्प्रसारणं च न्यभ्युपविषु,ह्वः+सम्प्रसारणम्+च+न्यभ्युपविषु, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
निपानमाहावः,निपानम्+आहावः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
भावेऽनुपसर्गस्य,भावे+अनुपसर्गस्य, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
हनश्च वधः,हनः+च+वधः, NSP NSP NSP SP NSP SP NSP NSP NSP
अन्तर्घनो देशे,अन्तर्घनः+देशे, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
अगारैकदेशे प्रघणः प्रघाणश्च,अगारैकदेशे+प्रघणः+प्रघाणः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP
उद्घनोऽत्याधानम्,उद्‍घनः+अत्याधानम्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अपघनोऽङ्गम्,अपघनः+अङ्गम्, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
करणेऽयोविद्रुषु,करणे+अयोविद्रुषु, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
उपघ्न आश्रये,उपघ्नः+आश्रये, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
संघोद्घौ गणप्रशंसयोः,संघोद्‍घौ+गणप्रशंसयोः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
निघो निमितम्,निघः+निमितम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
ट्वितोऽथुच्,ट्वितः+अथुच्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
यजयाचयतविच्छप्रच्छरक्षो नङ्,यजयाचयतविच्छप्रच्छरक्षः+नङ्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
स्वपो नन्,स्वपः+नन्, NSP NSP NSP NSP NSP SP NSP NSP NSP
कर्मण्यधिकरणे च,कर्मणि+अधिकरणे+च, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP
स्त्रियां क्तिन्,स्त्रियाम्+क्तिन्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
स्थागापापचां भावे,स्थागापापचः+भावे, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
मन्त्रे वृषेषपचमनविदभूवीरा उदात्तः,मन्त्रे+वृषेषपचमनविदभूवीराः+उदात्तः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
ऊतियूतिजूतिसातिहेतिकीर्तयश्च,ऊतियूतिजूतिसातिहेतिकीर्त्तयः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
व्रजयजोर्भावे क्यप्‌,व्रजयजोः+भावे+क्यप्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
संज्ञायां समजनिषदनिपतमनविदषुञ्शीङ्भृञिणः,संज्ञायाम्+समजनिषदनिपतमनविदषुञ्शीङ्भृञिणः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अ प्रत्ययात्‌,अ+प्रत्ययात्, NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
गुरोश्च हलः,गुरोः+च+हलः, NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP
षिद्भिदादिभ्योऽङ्,षिद्भिदादिभ्यः+अङ्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
चिन्तिपूजिकथिकुम्बिचर्चश्च,चिन्तिपूजिकथिकुम्बिचर्चः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
आतश्चोपसर्गे,आतः+च+उपसर्गे, NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
ण्यासश्रन्थो युच्,ण्यासश्रन्थः+युच्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
रोगाख्यायां ण्वुल् बहुलम्,रोगाख्यायाम्+ण्वुल्+बहुलम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
विभाषाऽऽख्यानपरिप्रश्नयोरिञ् च,विभाषा+आख्यानपरिप्रश्नयोः+इञ्+च, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP
आक्रोशे नञ्यनिः,आक्रोशे+नञि+अनिः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP
कृत्यल्युटो बहुलम्,कृत्यल्युटः+बहुलम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
कर्मणि च येन संस्पर्शात्‌ कर्तुः शरीरसुखम्,कर्मणि+च+येन+संस्पर्शात्+कर्तुः+शरीरसुखम्, NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
करणाधिकरणयोश्च,करणाधिकरणयोः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
पुंसि संज्ञायां घः प्रायेण,पुंसि+संज्ञायाम्+घः+प्रायेण, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
गोचरसंचरवहव्रजव्यजापणनिगमाश्च,गोचरसंचरवहव्रजव्यजापणनिगमाः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अवे तॄस्त्रोर्घञ्,अवे+तॄस्त्रोः+घञ्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
हलश्च,हलः+च, NSP NSP NSP SP NSP
अध्यायन्यायोद्यावसंहाराधारावयाश्च,अध्यायन्यायोद्यावसंहाराः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
उदङ्कोऽनुदके,उदङ्कः+अनुदके, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
जालमानायः,जालम्+आनायः, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
खनो घ च,खनः+घ+च, NSP NSP NSP SP NSP SP NSP
कर्तृकर्मणोश्च भूकृञोः,कर्तृकर्मणोः+च+भूकृञोः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
आतो युच्,आतः+युच्, NSP NSP NSP SP NSP NSP NSP NSP
अन्येभ्योऽपि दृश्यते,अन्येभ्यः+अपि+दृश्यते, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
वर्तमानसामीप्ये वर्तमानवद्वा,वर्तमानसामीप्ये+वर्तमानवत्+वा, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
आशंसायां भूतवच्च,आशंसायाम्+भूतवत्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP
नानद्यतनवत्‌ क्रियाप्रबन्धसामीप्ययोः,न+अनद्यतनवत्+क्रियाप्रबन्धसामीप्ययोः, NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
भविष्यति मर्यादावचनेऽवरस्मिन्,भविष्यति+मर्यादावचने+अवरस्मिन्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
कालविभागे चानहोरात्राणाम्,कालविभागे+च+अनहोरात्राणाम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
वोताप्योः,वा+आ+उताप्योः, NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
गर्हायां लडपिजात्वोः,गर्हायाम्+लट्+अपिजात्वोः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनवकॢप्त्यमर्षयोरकिंवृत्ते अपि,अनवकॢप्त्यमर्षयोः+अकिंवृत्ते+अपि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
जातुयदोर्लिङ्,जातुयदोः+लिङ्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
गर्हायां च,गर्हायाम्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
शेषे लृडयदौ,शेषे+लृट्+अयदौ, NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP
उताप्योः समर्थयोर्लिङ्,उताप्योः+समर्थयोः+लिङ्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
कामप्रवेदनेऽकच्चिति,कामप्रवेदने+अकच्चिति, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
सम्भवानेऽलमिति चेत्‌ सिद्धाप्रयोगे,सम्भवाने+अलम्+इति+चेत्+सिद्धाप्रयोगे, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
विभाषा धातौ सम्भावनवचनेऽयदि,विभाषा+धातौ+सम्भावनवचने+अयदि, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
हेतुहेतुमतोर्लिङ्,हेतुहेतुमतोः+लिङ्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
इच्छार्थेभ्यो विभाषा वर्तमाने,इच्छार्थेभ्यो+विभाषा+वर्त्तमाने, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
विधिनिमन्‍त्रणामन्‍त्रणाधीष्‍टसंप्रश्‍नप्रार्थनेषु लिङ्,विधिनिमन्त्रणामन्त्रणाधीष्टसम्प्रश्नप्रार्थनेषु+लिङ्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
प्रैषातिसर्गप्राप्तकालेषु कृत्याश्च,प्रैषातिसर्गप्राप्तकालेषु+कृत्याः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP
लिङ् चोर्ध्वमौहूर्तिके,लिङ्+च+ऊर्ध्वमौहूर्तिके, NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अर्हे कृत्यतृचश्च,अर्हे+कृत्यतृचः+च, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
आवश्यकाधमर्ण्ययोर्णिनिः,आवश्यकाधमर्ण्ययोः+णिनिः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
कृत्याश्च,कृत्याः+च, NSP NSP NSP NSP NSP NSP NSP SP NSP
क्रियासमभिहारे लोट्; लोटो हिस्वौ; वा च तध्वमोः,क्रियासमभिहारे+लोट्+लोटः+हिस्वौ+वा+च+तध्वमोः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
समुच्चयेऽन्यतरस्याम्,समुच्चये+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
यथाविध्यनुप्रयोगः पूर्वस्मिन्,यथाविधि+अनुप्रयोगः+पूर्वस्मिन्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
उपसंवादाशङ्कयोश्च,उपसंवादाशङ्कयोः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
तुमर्थे सेसेनसेअसेन्क्सेकसेनध्यैअध्यैन्कध्यैकध्यैन्शध्यैशध्यैन्तवैतवेङ्तवेनः,तुमर्थे+सेसेनसेसेन्क्सेकसेनध्यैध्यैन्कध्यैकध्यैन्शध्यैशध्यैन्तवैतवेङ्तवेनः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
भावलक्षणे स्थेण्कृञ्वदिचरिहुतमिजनिभ्यस्तोसुन्,भावलक्षणे+स्थेण्कृञ्वदिचरिहुतमिजनिभ्यः+तोसुन्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
