Text,Labels,Mapped_Text
अणिञोरनार्षयोर्गुरूपोत्तमयोः ष्यङ् गोत्रे,अणिञोः+अनार्षयोः+गुरूपोत्तमयोः+ष्यङ्+गोत्रे,अणिञोरनार्षयोर्गुरूपोत्तमयोः NSP ष्यङ् NSP गोत्रे NSP
क्रौड्यादिभ्यश्च,क्रौड्यादिभ्यः+च,क्रौड्यादिभ्यश्च NSP
दैवयज्ञिशौचिवृक्षिसात्यमुग्रिकाण्ठेविद्धिभ्योऽन्यतरस्याम्,दैवयज्ञिशौचिवृक्षिसात्यमुग्रिकाण्ठेविद्धिभ्यः+अन्यतरस्याम्,दैवयज्ञिशौचिवृक्षिसात्यमुग्रिकाण्ठेविद्धिभ्योऽन्यतरस्याम् NSP
समर्थानां प्रथमाद्वा,समर्थानाम्+प्रथमात्+वा+वा,समर्थानां NSP प्रथमाद्वा NSP
प्राग्दीव्यतोऽण्,प्राक्+दीव्यतः+अण्,प्राग्दीव्यतोऽण् NSP
अश्वपत्यादिभ्यश्च,अश्वपत्यादिभ्यः+च,अश्वपत्यादिभ्यश्च NSP
दित्यदित्यादित्यपत्युत्तरपदाण्ण्यः,दित्यदित्यादित्यपत्युत्तरपदात्+ण्यः,दित्यदित्यादित्यपत्युत्तरपदाण्ण्यः NSP
उत्सादिभ्योऽञ्,उत्सादिभ्यः+अञ्,उत्सादिभ्योऽञ् NSP
स्त्रीपुंसाभ्यां नञ्स्नञौ भवनात्‌,स्त्रीपुंसाभ्याम्+नञ्स्नञौ+भवनात्,स्त्रीपुंसाभ्यां NSP नञ्स्नञौ NSP भवनात्‌ NSP
द्विगोर्लुगनपत्ये,द्विगोः+लुक्+अनपत्ये,द्विगोर्लुगनपत्ये NSP
गोत्रेऽलुगचि,गोत्रे+अलुक्+अचि,गोत्रेऽलुगचि NSP
फक्फिञोरन्यतरस्याम्,फक्फिञोः+अन्यतरस्याम्,फक्फिञोरन्यतरस्याम् NSP
तस्यापत्यम्,तस्य+अपत्यम्,तस्यापत्यम् NSP
एको गोत्रे,एकः+गोत्रे,एको NSP गोत्रे NSP
गोत्राद्यून्यस्त्रियाम्,गोत्रात्+यूनि+अस्त्रियाम्,गोत्राद्यून्यस्त्रियाम् NSP
अत इञ्,अतः+इञ्,अत NSP इञ् NSP
बाह्वादिभ्यश्च,बाह्वादिभ्यः+च,बाह्वादिभ्यश्च NSP
सुधातुरकङ् च,सुधातुः+अकङ्+च,सुधातुरकङ् NSP च NSP
गोत्रे कुञ्जादिभ्यश्च्फञ्,गोत्रे+कुञ्जादिभ्यः+च्फञ्,गोत्रे NSP कुञ्जादिभ्यश्च्फञ् NSP
हरितादिभ्योऽञः,हरितादिभ्यः+अञः,हरितादिभ्योऽञः NSP
यञिञोश्च,यञिञोः+च,यञिञोश्च NSP
शरद्वच्छुनकदर्भाद्भृगुवत्साग्रायणेषु,शरद्वच्छुनकदर्भात्+भृगुवत्साग्रायणेषु,शरद्वच्छुनकदर्भाद्भृगुवत्साग्रायणेषु NSP
द्रोणपर्वतजीवन्तादन्यतरयाम्,द्रोणपर्वतजीवन्तात्+अन्यतरयाम्,द्रोणपर्वतजीवन्तादन्यतरयाम् NSP
अनृष्यानन्तर्ये बिदादिभ्योऽञ्,अनृषि+आनन्तर्ये+बिदादिभ्यः+अञ्,अनृष्यानन्तर्ये NSP बिदादिभ्योऽञ् NSP
गर्गादिभ्यो यञ्,गर्गादिभ्यः+यञ्,गर्गादिभ्यो NSP यञ् NSP
मधुबभ्र्वोर्ब्राह्मणकौशिकयोः,मधुबभ्र्वोः+ब्राह्मणकौशिकयोः,मधुबभ्र्वोर्ब्राह्मणकौशिकयोः NSP
